FEATURE	TAF2_UP_EXONS_N_DATAPOINTS	TAF2_UP_EXONS_N_NA	TAF2_UP_EXONS_MEAN	TAF2_UP_EXONS_MEDIAN	TAF2_EXONS_DOWN_N_DATAPOINTS	TAF2_EXONS_DOWN_N_NA	TAF2_EXONS_DOWN_MEAN	TAF2_EXONS_DOWN_MEDIAN	CR_N_DATAPOINTS	CR_N_NA	CR_MEAN	CR_MEDIAN	AS_NC_N_DATAPOINTS	AS_NC_N_NA	AS_NC_MEAN	AS_NC_MEDIAN	CS_N_DATAPOINTS	CS_N_NA	CS_MEAN	CS_MEDIAN	PVAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_TAF2_EXONS_DOWN	QUAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_TAF2_EXONS_DOWN	PVAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_CR	QUAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_CR	PVAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_CS	QUAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_CS	PVAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_CR	QUAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_CR	PVAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_CS	QUAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_CS	PVAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_CR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_AS_NC_VS_CS	QUAL_MANN_WHITNEY_U_TEST_AS_NC_VS_CS
MEDIAN_DIST_FROM_BP_TO_3SS_UPINTRON	255	3	65.9450980392157	56	273	3	61.2564102564103	54	984	5	67.0924796747967	63	980	1	63.7158163265306	56.5	969	5	59.1888544891641	52	0.183089767574808	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.381545493403655	TAF2_UP_EXONS = CR	0.426625674507336	TAF2_UP_EXONS = AS_NC	0.00619153307310333	**  : TAF2_UP_EXONS > CS	0.00626334242593618	**  : TAF2_EXONS_DOWN < CR	0.365955172957596	TAF2_EXONS_DOWN = AS_NC	0.226236145126655	TAF2_EXONS_DOWN = CS	0.00925672067766822	**  : CR > AS_NC	4.4123864184737e-09	*** : CR > CS	0.00143796082220859	**  : AS_NC > CS
MEDIAN_SCORE_FOR_BPSEQ_UPINTRON	255	3	0.266187689329001	0.283999056608	273	3	0.386137354838604	0.397846943611	984	5	0.169783394554963	0.1763308399075	980	1	0.264036799244554	0.299221978782	969	5	0.352596899645603	0.364364273146	0.116727507412177	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.382963147855028	TAF2_UP_EXONS = CR	0.819913163167723	TAF2_UP_EXONS = AS_NC	0.25296226362512	TAF2_UP_EXONS = CS	0.00425729046405863	**  : TAF2_EXONS_DOWN > CR	0.0868702549315802	TAF2_EXONS_DOWN = AS_NC	0.414825615516053	TAF2_EXONS_DOWN = CS	0.105182812156414	CR = AS_NC	0.0023075187794199	**  : CR < CS	0.175961871157136	AS_NC = CS
MEDIAN_PYRIMIDINECONT_UPINTRON	255	3	0.636946251995908	0.62962962963	273	3	0.643982197930709	0.638888888889	984	5	0.626186013312554	0.622296364473	980	1	0.645877672627364	0.642857142857	969	5	0.65448408820304	0.653333333333	0.398670942565564	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.262583554732554	TAF2_UP_EXONS = CR	0.210233844742764	TAF2_UP_EXONS = AS_NC	0.0152988288121104	*   : TAF2_UP_EXONS < CS	0.0244486692034651	*   : TAF2_EXONS_DOWN > CR	0.870123760593963	TAF2_EXONS_DOWN = AS_NC	0.162501921695448	TAF2_EXONS_DOWN = CS	0.000194302593903671	*** : CR < AS_NC	2.1582674662707e-08	*** : CR < CS	0.0547323994140741	AS_NC = CS
MEDIAN_POLYPYRITRAC_OFFSET_UPINTRON	255	3	8.6	5	273	3	8.74725274725275	5	984	5	7.35619918699187	4	980	1	7.71071428571429	4	969	5	7.02167182662539	4	0.759874806634625	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.0855399447940774	TAF2_UP_EXONS = CR	0.201189086016578	TAF2_UP_EXONS = AS_NC	0.015753572257151	*   : TAF2_UP_EXONS > CS	0.163363108535977	TAF2_EXONS_DOWN = CR	0.368602441564151	TAF2_EXONS_DOWN = AS_NC	0.0364423706004216	*   : TAF2_EXONS_DOWN > CS	0.403841479649187	CR = AS_NC	0.355743340648067	CR = CS	0.071524595897248	AS_NC = CS
MEDIAN_POLYPYRITRAC_LEN_UPINTRON	255	3	15.3333333333333	13	273	3	15.7051282051282	14	984	5	15.6077235772358	13	980	1	16.0352040816327	14	969	5	15.0670794633643	13	0.562662055938661	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.94023681268467	TAF2_UP_EXONS = CR	0.334765706790316	TAF2_UP_EXONS = AS_NC	0.864484115643903	TAF2_UP_EXONS = CS	0.364665720834086	TAF2_EXONS_DOWN = CR	0.845750557983912	TAF2_EXONS_DOWN = AS_NC	0.449071379954612	TAF2_EXONS_DOWN = CS	0.119635036114	CR = AS_NC	0.789447694746898	CR = CS	0.172976609762936	AS_NC = CS
MEDIAN_POLYPYRITRAC_SCORE_UPINTRON	255	3	28.9803921568627	25	273	3	29.7875457875458	25	984	5	29.640243902439	25	980	1	30.5010204081633	26	969	5	28.7363261093911	25	0.577635281659731	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.655577159021518	TAF2_UP_EXONS = CR	0.214968015944247	TAF2_UP_EXONS = AS_NC	0.459182562591555	TAF2_UP_EXONS = CS	0.771622743741376	TAF2_EXONS_DOWN = CR	0.608113033924236	TAF2_EXONS_DOWN = AS_NC	0.995119877819735	TAF2_EXONS_DOWN = CS	0.206723272015323	CR = AS_NC	0.636051660163209	CR = CS	0.410110061725946	AS_NC = CS
MEDIAN_BPSCORE_UPINTRON	255	3	0.325273182327059	0.50975019	273	3	0.407876775357363	0.5641973	984	5	0.40448137656311	0.557487805	980	1	0.430088646223694	0.54186913	969	5	0.494374890895614	0.6008913	0.242834778101695	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.335753537827428	TAF2_UP_EXONS = CR	0.208454202812021	TAF2_UP_EXONS = AS_NC	0.0172496868324335	*   : TAF2_UP_EXONS < CS	0.610968250822817	TAF2_EXONS_DOWN = CR	0.798112447772793	TAF2_EXONS_DOWN = AS_NC	0.348254954159911	TAF2_EXONS_DOWN = CS	0.677410375076906	CR = AS_NC	0.029779675388074	*   : CR < CS	0.0568529352198489	AS_NC = CS
DIST_FROM_MAXBP_TO_3SS_DOINTRON	256	2	56.6875	38	273	3	60.3882783882784	43	983	6	54.8636826042726	35	978	3	55.5858895705521	36	968	6	54.1704545454545	37	0.180845013718801	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.810037115777602	TAF2_UP_EXONS = CR	0.99213936077136	TAF2_UP_EXONS = AS_NC	0.6415443053276	TAF2_UP_EXONS = CS	0.0348226943353438	*   : TAF2_EXONS_DOWN > CR	0.0720102450018442	TAF2_EXONS_DOWN = AS_NC	0.0256629098825713	*   : TAF2_EXONS_DOWN > CS	0.617180502450642	CR = AS_NC	0.808602624762926	CR = CS	0.46199841484594	AS_NC = CS
SCORE_FOR_MAXBP_SEQ_DOINTRON	256	2	1.17606552455944	1.094323598805	273	3	1.1215274446606	1.08887704975	983	6	1.15593135122997	1.12015311925	978	3	1.26444034983275	1.20743460776	968	6	1.1865404725126	1.18941079717	0.792359863357855	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.996635963799554	TAF2_UP_EXONS = CR	0.362954452361009	TAF2_UP_EXONS = AS_NC	0.677602109347165	TAF2_UP_EXONS = CS	0.753923437291772	TAF2_EXONS_DOWN = CR	0.203204956804986	TAF2_EXONS_DOWN = AS_NC	0.4521481655853	TAF2_EXONS_DOWN = CS	0.153988633289872	CR = AS_NC	0.5218011753109	CR = CS	0.425064048978692	AS_NC = CS
PYRIMIDINECONT_MAXBP_DOINTRON	256	2	0.699087660056047	0.687123493976	273	3	0.694109161274864	0.695652173913	983	6	0.705656351048143	0.705882352941	978	3	0.704199669588043	0.708333333333	968	6	0.696438263185473	0.6945906432745	0.771809946458379	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.316567111301148	TAF2_UP_EXONS = CR	0.365482214627287	TAF2_UP_EXONS = AS_NC	0.970736701221558	TAF2_UP_EXONS = CS	0.188085587204186	TAF2_EXONS_DOWN = CR	0.230449962897761	TAF2_EXONS_DOWN = AS_NC	0.739852218550701	TAF2_EXONS_DOWN = CS	0.866154832747239	CR = AS_NC	0.13761726437018	CR = CS	0.18536616904733	AS_NC = CS
POLYPYRITRAC_OFFSET_MAXBP_DOINTRON	256	2	4.1015625	2	273	3	4.76190476190476	2	983	6	4.71312309257375	2	978	3	4.74335378323108	2	968	6	4.88223140495868	2	0.382352231823915	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.877913816821071	TAF2_UP_EXONS = CR	0.345542125470034	TAF2_UP_EXONS = AS_NC	0.207527701598024	TAF2_UP_EXONS = CS	0.351071132664661	TAF2_EXONS_DOWN = CR	0.904030763969526	TAF2_EXONS_DOWN = AS_NC	0.847122187574094	TAF2_EXONS_DOWN = CS	0.210986591161212	CR = AS_NC	0.0891107341740348	CR = CS	0.637818650390972	AS_NC = CS
POLYPYRITRAC_LEN_MAXBP_DOINTRON	256	2	16.0546875	14.5	273	3	16.5384615384615	15	983	6	16.2919633774161	15	978	3	16.340490797546	15	968	6	15.9307851239669	14	0.327749619976603	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.397165383750105	TAF2_UP_EXONS = CR	0.337993232451969	TAF2_UP_EXONS = AS_NC	0.615628693065751	TAF2_UP_EXONS = CS	0.693199499177686	TAF2_EXONS_DOWN = CR	0.764210204598002	TAF2_EXONS_DOWN = AS_NC	0.445291393362042	TAF2_EXONS_DOWN = CS	0.875128027629955	CR = AS_NC	0.604194027207941	CR = CS	0.490336790573784	AS_NC = CS
POLYPYRITRAC_SCORE_MAXBP_DOINTRON	256	2	30.0859375	27	273	3	31.7179487179487	29	983	6	32.0122075279756	28	978	3	31.3977505112474	28	968	6	30.7169421487603	27	0.146246168006814	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.025023134078977	*   : TAF2_UP_EXONS < CR	0.115209285424536	TAF2_UP_EXONS = AS_NC	0.194790478849853	TAF2_UP_EXONS = CS	0.643902659089617	TAF2_EXONS_DOWN = CR	0.845959787847736	TAF2_EXONS_DOWN = AS_NC	0.642196200509346	TAF2_EXONS_DOWN = CS	0.277004486043521	CR = AS_NC	0.126059020265747	CR = CS	0.641379262562921	AS_NC = CS
BPSCORE_MAXBP_DOINTRON	256	2	1.108701830425	1.08449685	273	3	1.05914469500403	1.1300152	983	6	1.08217392006104	1.1330104	978	3	1.11655211697751	1.1292721	968	6	1.06841090203202	1.11184435	0.869790445762293	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.633348405169793	TAF2_UP_EXONS = CR	0.493734958724629	TAF2_UP_EXONS = AS_NC	0.799422315986152	TAF2_UP_EXONS = CS	0.501452313559736	TAF2_EXONS_DOWN = CR	0.37518183897956	TAF2_EXONS_DOWN = AS_NC	0.977499853150376	TAF2_EXONS_DOWN = CS	0.74561165736307	CR = AS_NC	0.275163054090798	CR = CS	0.156785362878272	AS_NC = CS
NUM_PREDICTED_BPS_DOINTRON	256	2	3.56640625	3	273	3	3.29304029304029	3	983	6	3.54933875890132	3	978	3	3.34969325153374	3	968	6	3.27892561983471	3	0.0861157349431057	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.753541559445884	TAF2_UP_EXONS = CR	0.103963111025354	TAF2_UP_EXONS = AS_NC	0.0487408801964975	*   : TAF2_UP_EXONS > CS	0.0175176976862768	*   : TAF2_EXONS_DOWN < CR	0.560201802653283	TAF2_EXONS_DOWN = AS_NC	0.815420586308238	TAF2_EXONS_DOWN = CS	0.00437603335127624	**  : CR > AS_NC	0.000629348330859323	*** : CR > CS	0.590464137204244	AS_NC = CS
MEDIAN_DIST_FROM_BP_TO_3SS_DOINTRON	256	2	61.216796875	54.5	273	3	65.5677655677656	60	983	6	60.1561546286877	51	978	3	63.4069529652352	56	968	6	60.7804752066116	53	0.0966510265353743	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.632758028404359	TAF2_UP_EXONS = CR	0.365104284674695	TAF2_UP_EXONS = AS_NC	0.977078017571059	TAF2_UP_EXONS = CS	0.00799500282336415	**  : TAF2_EXONS_DOWN > CR	0.245503802579591	TAF2_EXONS_DOWN = AS_NC	0.0307145654178419	*   : TAF2_EXONS_DOWN > CS	0.0304438669164954	*   : CR < AS_NC	0.444522227552868	CR = CS	0.147328167746316	AS_NC = CS
MEDIAN_SCORE_FOR_BPSEQ_DOINTRON	256	2	0.277547746254357	0.319079256063	273	3	0.286563189527527	0.336794467789	983	6	0.314325384939699	0.310363813611	978	3	0.368149259814103	0.3787179298315	968	6	0.362441281451834	0.33497374491	0.857931344346971	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.511154204884802	TAF2_UP_EXONS = CR	0.218743632870181	TAF2_UP_EXONS = AS_NC	0.320798159756645	TAF2_UP_EXONS = CS	0.642120907796008	TAF2_EXONS_DOWN = CR	0.313921752566724	TAF2_EXONS_DOWN = AS_NC	0.414889106207406	TAF2_EXONS_DOWN = CS	0.394471004507936	CR = AS_NC	0.553754426097458	CR = CS	0.794574378258177	AS_NC = CS
MEDIAN_PYRIMIDINECONT_DOINTRON	256	2	0.659616240627758	0.653453689168	273	3	0.654465816347392	0.65	983	6	0.659388511769531	0.652173913043	978	3	0.656549835326121	0.650978220746	968	6	0.648415492453974	0.647058823529	0.51384556350051	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.89887909401172	TAF2_UP_EXONS = CR	0.682841780816509	TAF2_UP_EXONS = AS_NC	0.1557162700379	TAF2_UP_EXONS = CS	0.334098339006107	TAF2_EXONS_DOWN = CR	0.651620040735717	TAF2_EXONS_DOWN = AS_NC	0.590061919906069	TAF2_EXONS_DOWN = CS	0.418558971779594	CR = AS_NC	0.0207748855553165	*   : CR > CS	0.13792075139866	AS_NC = CS
MEDIAN_POLYPYRITRAC_OFFSET_DOINTRON	256	2	6.048828125	4	273	3	7.54945054945055	4	983	6	6.93184130213632	4	978	3	7.09100204498978	4	968	6	7.00361570247934	4	0.513833993645754	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.878077537141462	TAF2_UP_EXONS = CR	0.160269072941398	TAF2_UP_EXONS = AS_NC	0.0727315425486823	TAF2_UP_EXONS = CS	0.498048356273043	TAF2_EXONS_DOWN = CR	0.622808355826737	TAF2_EXONS_DOWN = AS_NC	0.398996978978451	TAF2_EXONS_DOWN = CS	0.0583656505077351	CR = AS_NC	0.0124246711500422	*   : CR < CS	0.548557258573792	AS_NC = CS
MEDIAN_POLYPYRITRAC_LEN_DOINTRON	256	2	15.984375	14	273	3	15.8333333333333	14	983	6	15.4323499491353	14	978	3	15.9463190184049	14	968	6	15.1415289256198	14	0.778846061498343	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.394543991330474	TAF2_UP_EXONS = CR	0.93684724104517	TAF2_UP_EXONS = AS_NC	0.208637164608312	TAF2_UP_EXONS = CS	0.217257524854164	TAF2_EXONS_DOWN = CR	0.789868351034812	TAF2_EXONS_DOWN = AS_NC	0.095393216511023	TAF2_EXONS_DOWN = CS	0.128964100610489	CR = AS_NC	0.547622038256632	CR = CS	0.0338816285549533	*   : AS_NC > CS
MEDIAN_POLYPYRITRAC_SCORE_DOINTRON	256	2	30.0625	28	273	3	30.6117216117216	28	983	6	30.0254323499491	26	978	3	30.2689161554192	27	968	6	28.6957644628099	26	0.464673882530152	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.835406127535141	TAF2_UP_EXONS = CR	0.986476576997244	TAF2_UP_EXONS = AS_NC	0.219200418480107	TAF2_UP_EXONS = CS	0.269961042764493	TAF2_EXONS_DOWN = CR	0.33277837710578	TAF2_EXONS_DOWN = AS_NC	0.0264363923906704	*   : TAF2_EXONS_DOWN > CS	0.914590769600604	CR = AS_NC	0.0835457509405016	CR = CS	0.0659942816489401	AS_NC = CS
MEDIAN_BPSCORE_DOINTRON	256	2	0.521186630269531	0.61120719	273	3	0.42012887338315	0.52669606	983	6	0.494337391316389	0.61599913	978	3	0.494518057905092	0.592562565	968	6	0.481178002352521	0.568528985	0.252127991494903	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.560346920552839	TAF2_UP_EXONS = CR	0.893745393238328	TAF2_UP_EXONS = AS_NC	0.542661217392264	TAF2_UP_EXONS = CS	0.0612650087919092	TAF2_EXONS_DOWN = CR	0.14120456056934	TAF2_EXONS_DOWN = AS_NC	0.386652639105906	TAF2_EXONS_DOWN = CS	0.488653470734707	CR = AS_NC	0.0943224970707835	CR = CS	0.322261668144873	AS_NC = CS
MEDIAN_TR_LENGTH	258	0	82984.2751937984	50855.5	276	0	70416.6268115942	38620.5	989	0	85376.6284125379	52754.5	981	0	62450.4638124363	34777	974	0	67456.8501026694	44592.75	0.0400976977074759	*   : TAF2_UP_EXONS > TAF2_EXONS_DOWN	0.414115653654065	TAF2_UP_EXONS = CR	7.27182675356268e-05	*** : TAF2_UP_EXONS > AS_NC	0.0530975394659987	TAF2_UP_EXONS = CS	0.000518738362226627	*** : TAF2_EXONS_DOWN < CR	0.179581133781135	TAF2_EXONS_DOWN = AS_NC	0.444136442529607	TAF2_EXONS_DOWN = CS	4.7108660542433e-14	*** : CR > AS_NC	1.52862931233633e-05	*** : CR > CS	0.000818898780110743	*** : AS_NC < CS
MEDIAN_EXON_NUMBER	258	0	11.8837209302326	9	276	0	12.3170289855072	8.5	989	0	13.5793731041456	10	981	0	12.3521916411825	9	974	0	17.870636550308	15	0.698224332516835	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.0103219916649579	*   : TAF2_UP_EXONS < CR	0.253239341721107	TAF2_UP_EXONS = AS_NC	3.29592191835271e-16	*** : TAF2_UP_EXONS < CS	0.00100713078006926	**  : TAF2_EXONS_DOWN < CR	0.0733221555803393	TAF2_EXONS_DOWN = AS_NC	1.72969179091289e-19	*** : TAF2_EXONS_DOWN < CS	0.015046389829417	*   : CR > AS_NC	6.64063472634623e-21	*** : CR < CS	1.23337078787792e-31	*** : AS_NC < CS
EXON_MEDIANRELATIVERANK	258	0	0.565898565327489	0.564583333333333	276	0	0.540252132258936	0.537087912087912	989	0	0.576610421038825	0.571428571428571	981	0	0.558248968075052	0.535714285714286	974	0	0.580487628619103	0.599919967987195	0.247166213889563	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.626356403473005	TAF2_UP_EXONS = CR	0.581736313657123	TAF2_UP_EXONS = AS_NC	0.311268825523852	TAF2_UP_EXONS = CS	0.0484867048639932	*   : TAF2_EXONS_DOWN < CR	0.321435573298407	TAF2_EXONS_DOWN = AS_NC	0.0112084116356942	*   : TAF2_EXONS_DOWN < CS	0.122134765820384	CR = AS_NC	0.532262715701009	CR = CS	0.0194824163138571	*   : AS_NC < CS
EXON_MEDIANRELATIVERANK_3BINS	258	0	2.2015503875969	2	276	0	2.14492753623188	2	989	0	2.211324570273	2	981	0	2.18246687054027	2	974	0	2.25770020533881	2	0.364971510322028	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.879035880927286	TAF2_UP_EXONS = CR	0.67961602532539	TAF2_UP_EXONS = AS_NC	0.330702899344425	TAF2_UP_EXONS = CS	0.185266671328487	TAF2_EXONS_DOWN = CR	0.459395143430965	TAF2_EXONS_DOWN = AS_NC	0.0276061065653754	*   : TAF2_EXONS_DOWN < CS	0.375031675587724	CR = AS_NC	0.201857438416667	CR = CS	0.0292083365348979	*   : AS_NC < CS
EXON_MEDIANRELATIVERANK_5BINS	258	0	3.30232558139535	3	276	0	3.21014492753623	3	989	0	3.35995955510617	3	981	0	3.29459734964322	3	974	0	3.41478439425051	3	0.362500696068147	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.575608745736272	TAF2_UP_EXONS = CR	0.788331280556296	TAF2_UP_EXONS = AS_NC	0.168160421301468	TAF2_UP_EXONS = CS	0.0958278783319457	TAF2_EXONS_DOWN = CR	0.375235536195252	TAF2_EXONS_DOWN = AS_NC	0.0129309040724716	*   : TAF2_EXONS_DOWN < CS	0.223667586070907	CR = AS_NC	0.273998391030719	CR = CS	0.0147188756151005	*   : AS_NC < CS
EXON_MEDIANRELATIVERANK_10BINS	258	0	6.13565891472868	6	276	0	5.94202898550725	6	989	0	6.25278058645096	6	981	0	6.11111111111111	6	974	0	6.3429158110883	6	0.329334307193033	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.578701458600001	TAF2_UP_EXONS = CR	0.745511517250274	TAF2_UP_EXONS = AS_NC	0.214535384648194	TAF2_UP_EXONS = CS	0.0766218717613697	TAF2_EXONS_DOWN = CR	0.352504812713382	TAF2_EXONS_DOWN = AS_NC	0.0125633966709988	*   : TAF2_EXONS_DOWN < CS	0.189108663153452	CR = AS_NC	0.3773217295593	CR = CS	0.0175035070398174	*   : AS_NC < CS
NTRS_ALL_FOR_GENE	258	0	12.1976744186047	10	276	0	11.2355072463768	10	989	0	12.1162790697674	11	981	0	13.1671763506626	12	974	0	11.3275154004107	10	0.684706021324628	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.189632311520886	TAF2_UP_EXONS = CR	0.00215383575530612	**  : TAF2_UP_EXONS < AS_NC	0.658027274650702	TAF2_UP_EXONS = CS	0.060217652120296	TAF2_EXONS_DOWN = CR	0.000282682002237437	*** : TAF2_EXONS_DOWN < AS_NC	0.956927978024398	TAF2_EXONS_DOWN = CS	0.00513111963120659	**  : CR < AS_NC	0.00463959566571932	**  : CR > CS	3.21291234081353e-08	*** : AS_NC > CS
PROP_FIRST_EXON	258	0	0.0535136130802093	0	276	0	0.0556742766063053	0	989	0	0.0186244789645507	0	981	0	0.0501964758187328	0	974	0	0.0570893435833106	0	0.938747511293783	TAF2_UP_EXONS = TAF2_EXONS_DOWN	2.67726575754128e-09	*** : TAF2_UP_EXONS > CR	0.375546090971619	TAF2_UP_EXONS = AS_NC	0.769822781654619	TAF2_UP_EXONS = CS	1.03491088218389e-09	*** : TAF2_EXONS_DOWN > CR	0.423081362977721	TAF2_EXONS_DOWN = AS_NC	0.829851793923842	TAF2_EXONS_DOWN = CS	2.02078577139359e-22	*** : CR < AS_NC	2.71490640077188e-17	*** : CR < CS	0.380280372479053	AS_NC = CS
PROP_LAST_EXON	258	0	0.0438057669183184	0	276	0	0.0471761953319518	0	989	0	0.0135425624582668	0	981	0	0.046803199507231	0	974	0	0.064843604038665	0	0.278546878523778	TAF2_UP_EXONS = TAF2_EXONS_DOWN	2.75268760348039e-10	*** : TAF2_UP_EXONS > CR	0.25629963238661	TAF2_UP_EXONS = AS_NC	0.0103890569617293	*   : TAF2_UP_EXONS < CS	5.54608231556308e-16	*** : TAF2_EXONS_DOWN > CR	0.831814647147559	TAF2_EXONS_DOWN = AS_NC	0.166790090592022	TAF2_EXONS_DOWN = CS	3.17694362320338e-25	*** : CR < AS_NC	7.36349239114547e-34	*** : CR < CS	0.0149569579921316	*   : AS_NC < CS
PROP_INTERNAL_EXON	258	0	0.902680620001472	1	276	0	0.901692891300758	1	989	0	0.968499817838582	1	981	0	0.903999095545986	1	974	0	0.878812627815592	1	0.479491337205067	TAF2_UP_EXONS = TAF2_EXONS_DOWN	3.58122723900985e-16	*** : TAF2_UP_EXONS < CR	0.317856243061278	TAF2_UP_EXONS = AS_NC	0.0115336057315881	*   : TAF2_UP_EXONS > CS	1.527139783623e-20	*** : TAF2_EXONS_DOWN < CR	0.920460502669462	TAF2_EXONS_DOWN = AS_NC	0.0713321371242019	TAF2_EXONS_DOWN = CS	2.70645564813718e-40	*** : CR > AS_NC	1.26316138728082e-49	*** : CR > CS	0.00929793135597891	**  : AS_NC > CS
PROP_EXON_IN_UTR	258	0	0.108413179481111	0	276	0	0.140855096565228	0	989	0	0.0320912258687539	0	981	0	0.131841402188473	0	974	0	0.0908769474635391	0	0.398509494415416	TAF2_UP_EXONS = TAF2_EXONS_DOWN	2.2100601175345e-12	*** : TAF2_UP_EXONS > CR	0.0475831750821538	*   : TAF2_UP_EXONS < AS_NC	0.155978555940182	TAF2_UP_EXONS = CS	1.02423434678622e-15	*** : TAF2_EXONS_DOWN > CR	0.310388943138235	TAF2_EXONS_DOWN = AS_NC	0.015665715933939	*   : TAF2_EXONS_DOWN > CS	1.93283397326709e-41	*** : CR < AS_NC	4.91851007267399e-16	*** : CR < CS	8.45434053120904e-08	*** : AS_NC > CS
